selected,exact,matchTags,year,issue,section,title,authors,abstract,meta,fn,size,digestUrl,downloadUrl,sourceUrl
"true","false","international;policy;comparative","2025","03","教师教育与管理研究","英国特色教师教育体系形成的历史脉络与制度逻辑——基于历史制度主义视角","黄蓝紫;","英国是较早进行现代教师教育改革的国家之一,于第二次世界大战后开始构建特色教师教育体系。基于历史制度主义视角审视英国特色教师教育体系的形成历程可以发现:在纵向历史路径上,英国特色教师教育体系经历恢复重建期、尝试多元培养多方问责的探索期、确立标准化制度的成型期、追求卓越的巩固期、迈向世界一流的深化期五个阶段。在横向制度逻辑上,政治制度、经济环境等宏观因素影响英国特色教师教育体系形成的深层结构;教师教育协同问责制度和多元培养制度的路径依赖使英国特色教师教育体系呈现渐进式转型的发展势态;多个利益相关者之间的博弈是英国特色教师教育体系形成与发展的动力机制。","2025年03期 v.47;No.422 83-92+112页 [查看摘要][在线阅读][下载 957K] [下载次数：1941 ] |[引用频次：2 ] |[阅读次数：1 ]","BJJY202503009","957K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=4be79b83-11dc-4939-9e44-937e3dfc9289","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202503009","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=03"
"true","false","international;policy;comparative","2025","03","学前教育研究","致力学前儿童计算思维教育普及:经合组织的规划与审思","蒋鑫;","随着人工智能技术向社会各个领域渗透的速度进一步加快,以培养使用计算机概念或技术解决问题能力为目标的计算思维教育逐渐呈现低龄化趋势。作为全球教育治理的积极参与者,经合组织对这一改革动向深入聚焦,从教育理念、受教育起点、实践方法方面提出学校教学行动建议,同时为保障教学行动能够落地,经合组织从政策规划、教师培训、多主体合作等方面构建具体国家行动路径,为各国教育改革及政策制定提供参考。审思这些改革建议可以发现,经合组织对计算思维教育存在认识混淆问题,或许难以帮助教师应对真实教学场景的复杂性,并且可能高估不同利益相关者的合作意愿。","2025年03期 v.47;No.422 93-102页 [查看摘要][在线阅读][下载 874K] [下载次数：607 ] |[引用频次：1 ] |[阅读次数：0 ]","BJJY202503010","874K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=7a2c4b49-2479-4867-aefe-25a0f28eb72b","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202503010","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=03"
"true","false","international;policy;comparative","2025","04","比较教育学科建设研究","对世界负责的比较教育本体论承诺","刘晗;","有学者认为,比较教育本体论研究是解决比较教育身份危机的根本出路。但有意义的本体论研究不是讨论比较教育学的“本体实际是什么”,而是回答作为理论的比较教育学“承诺了什么存在”。当前,比较教育学面临双重本体论承诺危机:面向区域国别的比较教育学没有扼制“方法论民族主义”滋长的手段;而面向国际的比较教育学的伦理学底色又难以反驳“文明的冲突”。因此,需要在其之上叠加一层“无外共在”的教育承诺,期待一个人人共存、生生不息的最好可能世界。对世界负责的比较教育学需要以整体认识论、关系认识论和未来认识论审视世界层级的新教育问题。同时,要改进永恒主义思维,引入“综合文本”的方法论编撰“世界课程”,从三个维度建构“知识世界”的理想类型。","2025年04期 v.47;No.423 13-22页 [查看摘要][在线阅读][下载 848K] [下载次数：1018 ] |[引用频次：1 ] |[阅读次数：2 ]","BJJY202504002","848K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=068a6654-9c78-44a5-9533-e7041c833c0c","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504002","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","教育科技人才一体化发展研究","东亚儒家文化圈拔尖创新人才选拔制度研究","杨芊芊;蒋凯;","研究尝试以东亚儒家文化圈作为整体式的分析对象,以日本、新加坡两国为例,探讨如何立足于既有的东亚文化基因,建立科学适宜的拔尖创新人才选拔制度。新加坡的天才教育以连续分流制度为基础,逐渐背离了儒家文化教育机会均等的传统,属于渐离模式;日本推崇后天可塑的才能教育,以科技人才培养为抓手,力图兼顾公平普惠,属于平衡模式。研究发现,强大的国家向心力、家庭作为教育投资主力、普遍而功利的考试,这三大要素共同构筑了儒家文化模式下现代教育的底色,同样成为拔尖创新人才选拔与培养实践的文化条件。需要通过制度性对话将文化传统与现代教育实践相融合,建立起同时兼顾公平筛选与个性发展的弹性机制,实现社会观念、教育政策和选拔实践的合力。","2025年04期 v.47;No.423 23-31页 [查看摘要][在线阅读][下载 768K] [下载次数：1259 ] |[引用频次：1 ] |[阅读次数：0 ]","BJJY202504003","768K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=19e71e5c-3066-4768-8b0e-9c26da71801e","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504003","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","教育科技人才一体化发展研究","科研何以“有组织”——基于美国七所顶尖高校的案例分析","苏洋;赵文华;","高校强化“有组织科研”对于实现高水平科技自立自强具有重要意义。通过对美国七所顶尖高校的分析发现,推进“有组织科研”的实践策略包括:对接国家重大战略布局“面向未来”的研究议题;创新“引聘培育”机制,催生以兴趣连接再到攻克重大项目的创新研究团队;形成“虚拟-实体”互补、“模块-网络”交织的“复杂矩阵式”架构,建立与有组织科研范式相适配的评价机制。推进“有组织科研”的核心逻辑思路包括:将“自上而下”的战略规划与“自下而上”的自由探索相结合;把有组织科研与拔尖创新人才培养相关联;引导多元主体“深度耦合”,建立“创新链”和“产业链”双向融合通道;完善资金多元化供给体系,优化资源整合和共享机制。","2025年04期 v.47;No.423 32-42页 [查看摘要][在线阅读][下载 1080K] [下载次数：1698 ] |[引用频次：4 ] |[阅读次数：0 ]","BJJY202504004","1080K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=5cf6e406-662b-47a5-a3a1-d2bb791699c4","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504004","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","教育科技人才一体化发展研究","应对复杂工程世界挑战的工程教育系统变革——以奥尔堡大学项目式学习模式演进为例","徐沛鋆;张炜;","现代工程问题日益呈现出冲突性目标、非工程性约束、超大规模协作的复杂系统特征。为有效应对现实工程世界的跨学科性和可持续发展挑战,丹麦奥尔堡大学打破单一线性的传统教学模式桎梏,主动采纳“以问题为导向的项目式学习”,迭代衍生出“教学任务情境”“产业实践情境”“社会服务情境”等多元情境嵌入的复杂工程教育系统,旨在从理念取向、情境设置、项目结构等方面将真实工程挑战有机融入工程学习过程。该项目式学习模式在动态演进过程中呈现出由反映已知世界到面向未来世界的理念取向、由学术研究驱动到社会服务驱动的情境设置、由简单封闭系统到复杂开放系统的结构设计三大变革趋势,以期培养能够驾驭复杂工程挑战的新一代卓越工程师。","2025年04期 v.47;No.423 43-52页 [查看摘要][在线阅读][下载 1346K] [下载次数：851 ] |[引用频次：3 ] |[阅读次数：0 ]","BJJY202504005","1346K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=f3235386-a6a6-4590-a426-6312ff9a1f4b","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504005","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","课程与教学研究","PISA2022创造性思维测评:框架体系、结果透视与实践启示","朱忠明;","创造性思维是一项核心工作技能,也是创新型人才培养的关键所在。2024年6月18日,经济合作与发展组织发布2022年国际学生评估项目(PISA2022)创造性思维测评的结果,为评价与发展学生的创造性思维提供最新证据和方向。从创造性思维平均表现、精熟度水平、相对表现三个方面以及思维过程、领域情境两个层面分析测评结果发现,参评国家和经济体中的新加坡、韩国整体表现较为突出,澳大利亚、加拿大、芬兰、新西兰四国的教育体系在培养创造性思维方面更成功。将创造性思维培养纳入国家课程改革、制定详细的创造性思维学习进阶、立足基础学科教学、加强跨学科主题教学、重视创造性思考空间和氛围的营造等是发展学生创造性思维的一些关键路径。","2025年04期 v.47;No.423 53-61+92页 [查看摘要][在线阅读][下载 935K] [下载次数：2612 ] |[引用频次：3 ] |[阅读次数：0 ]","BJJY202504006","935K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=f51392e7-b094-4299-bf65-a75c9d9eb89e","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504006","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","考试招生与教育评价研究","理论驱动型教育评价:第五代评价新探索","张书宁;张新平;","理论驱动型教育评价是继四代教育评价之后的第五代评价理论新探索,它立足于弥补前四代评价理论的缺失,以满足复杂教育情境的参与者诉求为逻辑起点,以运用程序理论捕捉教育因果过程为内涵要义,以应用现实主义评价方式方法为行动理路。理论驱动型教育评价以批判实在论为思想基础,本体论上以分层论阐释教育评价境况,认识论上以社会-个体关系转换模型调和教育评价关系,方法论上以非预测性解释探究教育评价机制。理论驱动型教育评价积极回应批判主义国际思潮,在应对挑战中展现出积极意义与时代价值,为教育系统的深刻性变革提供理论参照。","2025年04期 v.47;No.423 72-82页 [查看摘要][在线阅读][下载 1088K] [下载次数：1322 ] |[引用频次：11 ] |[阅读次数：0 ]","BJJY202504008","1088K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=cd7fe300-3b0a-4455-8845-8490a2f284ad","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504008","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","考试招生与教育评价研究","韩国2028年大学入学考试制度改革探析","梁荣华;王晓洲;","面对现行大学入学考试制度无法契合国家教育改革需要、大学修学能力考试选科模式与题型结构偏离人才培养目标、内申评价等级划分与方式选用面临多重困境的现实难题,韩国计划于2028年推进新一轮大学入学考试制度改革。2028年改革通过“收紧科目选择性、取消文理分科、构建融合型修能考试体系”“全面引入内申评价五等级制、革新学生学业评价体系”“增加开放探索式题型比例、聚焦学生综合能力和高阶思维培养”及“根除非法利益链、强化考试诚信治理”四项举措回应现存问题,凸显减负提质、融合发展与公正可信的价值追求,旨在更好服务未来人才培养。由于大学入学考试制度改革的复杂性和敏感性,2028年改革依然面临诸多挑战和争议。","2025年04期 v.47;No.423 83-92页 [查看摘要][在线阅读][下载 854K] [下载次数：471 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202504009","854K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=9934415e-e833-468a-a8a0-96f43f4d6c50","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504009","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","公民教育与德育研究","英国国家认同教育:以“英国性”为中心的考察","仝耀斌;彭婵娟;","为应对后“脱欧”时代及极端主义所带来的长期挑战,英国政府自21世纪以来逐渐确立以“英国性”为核心的国家认同教育框架。在这一战略框架下,英国通过设立公民教育课程、实施“预防义务”政策、引入“英国基本价值观”、强调英国文化叙事、开展校内外的社会实践和文化推广活动等多项举措,巩固公民的国家认同感与归属感,并将“英国性”确立为国家认同教育的核心概念。这一系列举措旨在推进国家认同的塑造,促进族群对话,并抵御国家变革引发的社会动荡和认同危机。然而以“英国性”为中心的国家认同教育在推进过程中暴露出潜在的殖民主义内核、政治官僚主义倾向以及教育内容形式的单一化与形式化,揭示出其所固有的深层内在矛盾与结构性障碍。","2025年04期 v.47;No.423 93-103页 [查看摘要][在线阅读][下载 920K] [下载次数：1178 ] |[引用频次：2 ] |[阅读次数：1 ]","BJJY202504010","920K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=83821585-a1bc-4958-a800-abc0ceb8ce5b","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504010","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","04","公民教育与德育研究","英国品格教育回归:实践透视、归因审思与相关争议","陈悦;王澍;","为应对道德恐慌、经济停滞、社会流动性迟缓等危机,品格教育自20世纪八九十年代开始重新受到英国各界人士的关注。与既往相比,回归后的品格教育真正地走向普及化、大众化,落实到学校实践层面。英国学校开展的品格教育以培养“茁壮成长的学生”、提高经济竞争力和增强社会流动性为目的;采取与公民教育共在,非独立课程的形式;以新亚里士多德美德伦理学为理论基础,将“培养复原力、尊重英国基本价值观与为自己的福祉负责”作为学生的理想品格。此次品格教育回归不仅得到诸多政策的详细指导、多方资金的支持,而且受到各方利益相关者广泛呼吁的影响。然而,在此次回归中品格教育的学校实践、社会功能及理论基础方面出现争议,引起社会各界深入讨论。","2025年04期 v.47;No.423 104-112页 [查看摘要][在线阅读][下载 771K] [下载次数：624 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202504011","771K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=4c52e837-dfec-402d-978e-258c23fb4da4","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202504011","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=04"
"true","false","international;policy;comparative","2025","05","“一带一路”教育研究","共建“一带一路”框架下来华留学生培养新范式研究——基于宁夏4所高校的质性研究","滕珺;景娥;","来华留学是我国实施“一带一路”教育行动的重要组成部分,“一带一路”共建国家留学生已成为来华留学教育“新引擎”,有必要重审新时代来华留学生培养的新变化。以选取4所有代表性的宁夏高校为对象,通过实物分析、深度访谈和实地观察采集数据,并根据教育部《来华留学生高等教育质量规范(试行)》进行三级编码。研究结果发现,共建“一带一路”框架下,来华留学生教育已呈现新范式,主要表现在以下三个方面:第一,更加强调专业技能教育的价值,将语言能力与专业技能学习相结合,同时打通国际资格认证,提高学生在全球就业市场的竞争力;第二,更加强调来华留学生对当代中国的认同,帮助留学生建立对中国从农村到城市、从传统到现代、从浅表到深层的立体理解;第三,更加强调构建人类命运共同体,培养学生多元文化互学互鉴、共谋发展、共同应对挑战的交流合作意识。新范式对提升来华留学生培养质量和有效服务共建“一带一路”具有重要价值。","2025年05期 v.47;No.424 11-20页 [查看摘要][在线阅读][下载 1095K] [下载次数：1375 ] |[引用频次：5 ] |[阅读次数：0 ]","BJJY202505001","1095K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=fbcc032f-e931-495c-a924-54b1e3b6e7c4","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505001","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","“一带一路”教育研究","“一带一路”视域下中国与加勒比国家教育合作探析","张继桥;","加勒比国家是“21世纪海上丝绸之路”的自然延伸。共建“一带一路”视域下,中国与加勒比国家在政治外交、经济、社会、文化等领域的合作构成了双方教育合作的现实基础。中国与加勒比国家教育合作已取得重要进展,但面临英国、美国、加拿大等国家的“先入为主”、加勒比国家地缘与国际政治地位的独特性、教育发展水平的差异性等挑战。中国加强与加勒比国家教育合作的对策建议包括:强化战略引领,建立区域与双边并行互促的教育合作机制;坚持共性与差异性相统一,精准对接加勒比国家教育合作需求;成立中国—加勒比“一带一路”高校联盟,提高加勒比国家高校的创新能力;推动中国高校赴加勒比国家办学,为当地培养培训急需人才;聚焦教育数字化发展,助推加勒比国家教育数字化转型。","2025年05期 v.47;No.424 21-30+40页 [查看摘要][在线阅读][下载 974K] [下载次数：640 ] |[引用频次：1 ] |[阅读次数：0 ]","BJJY202505002","974K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=fc1530f0-77bc-4a51-83dc-e4db8d60d0ee","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505002","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","智能革命与教育变革研究","如何构建和利用大数据促进教育公平——全球化框架下的协作和应对","扎卡里·泰勒;王晨;","自20世纪90年代以来,由于互联网和数字技术的兴起,全球教育界的大数据时代悄然来临。已有大量研究表明大数据如果能在实践和决策中恰当使用,那么可以促进教育公平。但是因为大数据的特性及自身存在的问题、教育组织的科层性质、教育公平涉及的多种影响因素,以及全球框架下国家和组织间能力和资源不均衡等原因,教育大数据的应用并不必然带来教育公平,有时甚至会加剧教育不平等。因此,通过对教育大数据历史背景及其公平问题的揭示、教育大数据库编制对教育公平影响机制的分析及教育大数据应用局限的讨论,提出建立教育数据公平意识、编制更细致平等的教育大数据库、实施综合性整合策略、规避大数据非人性化和安全弊端等多个方面的建议,以期更好地帮助教育组织战略性地建设和应用教育大数据,推动地区、国家乃至国际间的教育公平,改善学生及其所属社区的生活。","2025年05期 v.47;No.424 41-52+62页 [查看摘要][在线阅读][下载 1111K] [下载次数：1058 ] |[引用频次：2 ] |[阅读次数：0 ]","BJJY202505004","1111K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=7255af0a-5b53-41cf-bc24-38e6c5536b71","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505004","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","智能革命与教育变革研究","英国人工智能时代教育数字权利保障研究","彭虹斌;庄彦淦;","人工智能作为第四次产业革命的核心技术深刻影响着教育实践,英国作为科技创新与教育革新的引领者,积极维护智能时代教育中的数字权利。人工智能时代教育数字权利是指教育主体在使用人工智能技术过程中,依法享有平等且普遍地访问、使用和创造教育数字资源的权利,也涉及数据隐私保护、知识产权维护的相关权利。为弥合数字技能短缺并明晰教育主体的权利边界,英国构建“硬法”与“软法”结合的法治框架,保障包含接受信息教育权、数字知情权、数据隐私与安全权,以及著作权在内的数字权利。面对新兴法益,英国通过完善监管机制以应对潜在法律风险,构建责任落实机制以推进协同共治,循证决策以有效部署法治工具,实现教育数字权利的精准保障。","2025年05期 v.47;No.424 53-62页 [查看摘要][在线阅读][下载 829K] [下载次数：1206 ] |[引用频次：2 ] |[阅读次数：1 ]","BJJY202505005","829K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=38f9416c-f2b2-489b-9893-d6baeba58a38","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505005","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","智能革命与教育变革研究","保护与赋能:经合组织国家儿童在线安全防护的理念与实践","占淑玮;蔡迎旗;","20世纪90年代以来,经济合作与发展组织及其成员国逐步构建儿童在线安全防护网,以期让儿童在浸润于多彩数字世界的同时减少数字风险的干扰。经济合作与发展组织国家儿童在线安全防护历经风险防范、积极保护和赋能增权三个发展阶段,在不断演进的历程中构建起保护与赋能协同的防护理念。防护实施层面,各成员国普遍遵循“政府引领、社会协同、学校赋能、家庭参与”的行动方略,依托政府顶层设计与整体统筹、社会共筑安全防护网、推动学校安全课程改革、激发家长参与意识和培养家长防护能力等措施,逐步形成安全防护体系,呈现出以儿童为本、协同合作和兼顾公平的在线安全防护特征。","2025年05期 v.47;No.424 63-74页 [查看摘要][在线阅读][下载 1057K] [下载次数：611 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202505006","1057K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=50e0a92f-49b9-4aea-87bc-afced254d62b","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505006","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","基础教育治理模式研究","日本转移支付制度推进义务教育均衡化研究","高凯歌;秦玉友;莫文聪;","第二次世界大战后,日本锚定不同时期义务教育均衡发展的主导性任务,实施义务教育转移支付制度推进义务教育均衡化。日本经历机会资源均衡、最低教育投入保障均衡和保障教师工资均衡三种取向下的义务教育转移支付制度,义务教育经费快速增长后保持高位,义务教育转移支付保持在较高水平。定位比较清晰的义务教育转移支付制度,在保证学生受教育机会均等、促进师资均衡化和提高学校设施质量等方面取得一定成效。在日本义务教育转移支付制度推进义务教育均衡化的政策设计中,建立财权与事权责任相匹配的义务教育转移支付制度,有专项转移支付保障教师待遇水平,重视通过学校布局优化提高义务教育转移支付使用效益,这些做法对推进日本义务教育均衡化起到积极作用。","2025年05期 v.47;No.424 75-83+103页 [查看摘要][在线阅读][下载 1010K] [下载次数：751 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202505007","1010K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=8e8fa6bf-b4fc-441a-a440-e00d80e56401","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505007","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","基础教育治理模式研究","法国如何推进农村学校布局调整——基于“乡村公约”与“我们的农村学校计划”政策考察","韩闰轩;","农村学校布局调整是事关教育公平的基础性、战略性问题。在人口结构变化、教育与财政片面挂钩的复杂背景下,法国分别颁布“乡村公约”与“我们的农村学校计划”,确立农村学校布局调整的整体规划,主要内容包括中央权力向地方延伸、自主研判布局调整、统筹考量主体利益诉求三个方面。法国农村学校布局调整拥有省域机构协商性对话、市镇单元自主性参与、多元主体协同性实施三种推进机制。法国政府主要采取“构建学校地图—重组教育资源—摆正布局重点”的行动方略,整体预测农村学校布局调整趋势,强化学段、校际、学校与社会间的整全融合,加强学校撤并评估与寄宿制学校建设。以一种“上下互通”的全景性政策变革,确保农村学校布局调整的民主性、科学性与动态性。","2025年05期 v.47;No.424 84-92页 [查看摘要][在线阅读][下载 889K] [下载次数：757 ] |[引用频次：1 ] |[阅读次数：0 ]","BJJY202505008","889K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=c342db9e-4c9f-4463-949a-5271d6fd90ae","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505008","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","高等教育研究","从辅助管理走向共同治理——美国明尼苏达大学评议会会议议题的百年变迁","王占军;施婉婷;","作为评议会与大学所处社会历史互动过程的镜像,会议议题的发展变迁提供洞悉评议会治理演变逻辑的重要窗口。基于明尼苏达大学评议会百年会议记录分析,在归纳出大学内部发展规划议题、大学与外部环境关系议题、教师相关议题与学生相关议题四大类型的基础上,从评议会发展的初创、发展、成熟与深化四个阶段分析各类型议题变迁的特征。评议会议题从对教育教学事务的重点关注走向对大学发展相关事务的全面回应,呈现出内部治理、学术和社会服务问题混合的动向,其变迁受到资源依赖逻辑、大学组织逻辑和权力协调逻辑的多重影响,表明评议会已从辅助管理走向共同治理。","2025年05期 v.47;No.424 93-103页 [查看摘要][在线阅读][下载 1112K] [下载次数：441 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202505011","1112K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=e637556d-6141-45ca-ac30-b8b89f5483c2","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505011","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","05","高等教育研究","认知学徒制模式下的创业学者培养课程体系——基于美国贝勒大学创业学博士研究生项目分析","王新俊;孙百才;","美国创业学博士研究生项目旨在为高校培养既能进行创业教育教学,又能进行创业研究的学者,是完善创业学学科建制、解决高校创业教育师资短缺、帮助创业教育教师成功应对挑战背景下的创业学高端人才培养项目。其中,贝勒大学的创业学博士研究生项目课程体系极具特色,即基于认知学徒制模式,课程目标强调教学与科研并重,课程内容兼具理论性与实践性,课程实施贯通教学实践场域与科研实践场域。贝勒大学的创业学博士研究生项目特色鲜明,以广域式课程体系培养创业学者;立足行动研究,在螺旋上升中实现博士研究生专家能力的不断提升;以开放的合作平台广泛开展高端人才的协同培养;以多样化的国内外合作凝聚课程实施的合力。","2025年05期 v.47;No.424 104-112页 [查看摘要][在线阅读][下载 774K] [下载次数：926 ] |[引用频次：1 ] |[阅读次数：0 ]","BJJY202505009","774K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=ef70bcb9-963d-4f02-9383-0cad1e3445c6","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202505009","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=05"
"true","false","international;policy;comparative","2025","06","第八届世界比较教育论坛外籍专家主旨发言专题","当前的未来:“虚构的”教育未来与全球教育治理","弗洛里安·瓦尔多;安娜·韦克斯泰特·卡拉瓦卡;沃尔特·弗里奇;托比亚斯·伯杰;朱莉娅·格雷琴格;王灵菁;孙进;","构想教育未来是国际组织推进全球教育治理的重要手段。教育未来指对未来教育的一种“虚构期望”,其具体形式包括未来叙事、数字社会和参照社会。构建和传播未来教育图景是国际组织与其环境沟通、维持其合法性和影响力的关键。借助多模态话语分析和社会符号学的概念工具,对经合组织《2030:未来的教育与技能》倡议下的视频进行分析发现,教育未来在实践中具有独特运行机制:以“英雄之旅”作为基本叙事结构,构建确定、单一的目标——幸福;以简笔画形式将行动者同质化,在转移对现实问题关注的同时,也忽略了行动者对未来的多样化期望和实现未来的实力、资源差异;教育被视为实现未来愿景的工具,行动者看似按照“学习罗盘”前进,实则暗示能动性源于罗盘本身,而非个体;英雄缺乏真正的对手,展现出一种技术乐观主义,理想未来将会轻松实现。由此可见,视觉效果可能支持、扩展,甚至违背文本内容,国际组织的对外传播过程值得进一步研究。","2025年06期 v.47;No.425 3-16页 [查看摘要][在线阅读][下载 1154K] [下载次数：494 ] |[引用频次：1 ] |[阅读次数：0 ]","BJJY202506001","1154K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=73a0fa51-335e-4c62-a1ff-cdfc8acd1bdc","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202506001","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2025&st=06"
